Year,Month,Day,Failures,Downtime (min),Operating (min),MTBF (min),MTTR (min),Availability (%)
2018,August,30,1,26.7,580.6,580.6,26.7,95.4
2018,August,31,1,25.6,580.6,580.6,25.6,95.59
2018,September,1,1,29.8,624.0,624.0,29.8,95.22
2018,September,2,2,59.3,624.0,312.0,29.6,90.5
2018,September,3,0,0.0,624.0,,,100.0
2018,September,4,0,0.0,624.0,,,100.0
2018,September,5,4,122.0,624.0,156.0,30.5,80.45
2018,September,6,0,0.0,624.0,,,100.0
2018,September,7,2,61.0,624.0,312.0,30.5,90.22
2018,September,8,0,0.0,624.0,,,100.0
2018,September,9,2,58.4,624.0,312.0,29.2,90.64
2018,September,10,2,63.5,624.0,312.0,31.8,89.82
2018,September,11,0,0.6,624.0,,,99.9
2018,September,12,0,0.4,624.0,,,99.94
2018,September,13,1,30.7,624.0,624.0,30.7,95.08
2018,September,14,2,61.4,624.0,312.0,30.7,90.16
2018,September,15,0,0.0,624.0,,,100.0
2018,September,16,0,0.0,624.0,,,100.0
2018,September,17,0,0.0,624.0,,,100.0
2018,September,18,3,93.6,624.0,208.0,31.2,85.0
2018,September,19,3,94.1,624.0,208.0,31.4,84.92
2018,September,20,1,29.9,624.0,624.0,29.9,95.21
2018,September,21,0,0.0,624.0,,,100.0
2018,September,22,2,62.6,624.0,312.0,31.3,89.97
2018,September,23,3,93.0,624.0,208.0,31.0,85.1
2018,September,24,1,29.9,624.0,624.0,29.9,95.21
2018,September,25,0,0.0,624.0,,,100.0
2018,September,26,0,2.6,624.0,,,99.58
2018,September,27,0,0.0,624.0,,,100.0
2018,September,28,1,29.1,624.0,624.0,29.1,95.34
2018,September,29,0,1.2,624.0,,,99.81
2018,September,30,2,63.9,624.0,312.0,31.9,89.76
2018,October,1,1,39.3,627.1,627.1,39.3,93.73
2018,October,2,0,1.0,627.1,,,99.84
2018,October,3,1,42.7,627.1,627.1,42.7,93.19
2018,October,4,0,0.0,627.1,,,100.0
2018,October,5,1,41.0,627.1,627.1,41.0,93.46
2018,October,6,1,40.3,627.1,627.1,40.3,93.57
2018,October,7,0,0.3,627.1,,,99.95
2018,October,8,0,0.8,627.1,,,99.87
2018,October,9,0,1.7,627.1,,,99.73
2018,October,10,0,0.0,627.1,,,100.0
2018,October,11,1,38.9,627.1,627.1,38.9,93.8
2018,October,12,0,0.6,627.1,,,99.9
2018,October,13,0,1.2,627.1,,,99.81
2018,October,14,0,1.7,627.1,,,99.73
2018,October,15,0,0.0,627.1,,,100.0
2018,October,16,0,1.1,627.1,,,99.82
2018,October,17,1,40.5,627.1,627.1,40.5,93.54
2018,October,18,0,0.0,627.1,,,100.0
2018,October,19,0,1.1,627.1,,,99.82
2018,October,20,1,37.3,627.1,627.1,37.3,94.05
2018,October,21,0,0.0,627.1,,,100.0
2018,October,22,0,0.0,627.1,,,100.0
2018,October,23,2,78.7,627.1,313.6,39.4,87.45
2018,October,24,4,156.7,627.1,156.8,39.2,75.01
2018,October,25,0,0.6,627.1,,,99.9
2018,October,26,2,81.2,627.1,313.6,40.6,87.05
2018,October,27,1,40.6,627.1,627.1,40.6,93.53
2018,October,28,1,39.2,627.1,627.1,39.2,93.75
2018,October,29,2,80.0,627.1,313.6,40.0,87.24
2018,October,30,0,1.4,627.1,,,99.78
2018,October,31,0,0.0,627.1,,,100.0
2018,November,1,2,31.8,624.0,312.0,15.9,94.9
2018,November,2,1,15.3,624.0,624.0,15.3,97.55
2018,November,3,0,0.0,624.0,,,100.0
2018,November,4,2,28.7,624.0,312.0,14.3,95.4
2018,November,5,1,16.5,624.0,624.0,16.5,97.36
2018,November,6,0,0.8,624.0,,,99.87
2018,November,7,0,0.0,624.0,,,100.0
2018,November,8,0,1.2,624.0,,,99.81
2018,November,9,3,44.6,624.0,208.0,14.9,92.85
2018,November,10,4,61.5,624.0,156.0,15.4,90.14
2018,November,11,2,29.6,624.0,312.0,14.8,95.26
2018,November,12,3,44.9,624.0,208.0,15.0,92.8
2018,November,13,0,2.1,624.0,,,99.66
2018,November,14,3,45.8,624.0,208.0,15.3,92.66
2018,November,15,2,30.2,624.0,312.0,15.1,95.16
2018,November,16,0,2.0,624.0,,,99.68
2018,November,17,2,28.7,624.0,312.0,14.3,95.4
2018,November,18,0,0.0,624.0,,,100.0
2018,November,19,2,28.1,624.0,312.0,14.1,95.5
2018,November,20,5,77.1,624.0,124.8,15.4,87.64
2018,November,21,0,0.0,624.0,,,100.0
2018,November,22,1,15.5,624.0,624.0,15.5,97.52
2018,November,23,2,32.5,624.0,312.0,16.2,94.79
2018,November,24,1,15.7,624.0,624.0,15.7,97.48
2018,November,25,1,14.2,624.0,624.0,14.2,97.72
2018,November,26,1,14.8,624.0,624.0,14.8,97.63
2018,November,27,2,32.1,624.0,312.0,16.1,94.86
2018,November,28,2,33.7,624.0,312.0,16.9,94.6
2018,November,29,0,0.0,624.0,,,100.0
2018,November,30,2,30.6,624.0,312.0,15.3,95.1
2018,December,1,2,53.5,627.1,313.6,26.8,91.47
2018,December,2,0,3.6,627.1,,,99.43
2018,December,3,0,1.1,627.1,,,99.82
2018,December,4,1,24.7,627.1,627.1,24.7,96.06
2018,December,5,4,108.9,627.1,156.8,27.2,82.63
2018,December,6,0,0.0,627.1,,,100.0
2018,December,7,2,52.3,627.1,313.6,26.1,91.66
2018,December,8,0,0.0,627.1,,,100.0
2018,December,9,1,23.7,627.1,627.1,23.7,96.22
2018,December,10,2,53.5,627.1,313.6,26.8,91.47
2018,December,11,0,0.7,627.1,,,99.89
2018,December,12,0,0.3,627.1,,,99.95
2018,December,13,2,53.2,627.1,313.6,26.6,91.52
2018,December,14,0,0.0,627.1,,,100.0
2018,December,15,0,1.1,627.1,,,99.82
2018,December,16,1,26.8,627.1,627.1,26.8,95.73
2018,December,17,1,26.7,627.1,627.1,26.7,95.74
2018,December,18,1,24.6,627.1,627.1,24.6,96.08
2018,December,19,0,0.9,627.1,,,99.86
2018,December,20,3,80.8,627.1,209.0,26.9,87.12
2018,December,21,2,50.3,627.1,313.6,25.1,91.98
2018,December,22,2,50.9,627.1,313.6,25.4,91.88
2018,December,23,1,29.3,627.1,627.1,29.3,95.33
2018,December,24,1,25.7,627.1,627.1,25.7,95.9
2018,December,25,1,25.4,627.1,627.1,25.4,95.95
2018,December,26,1,28.2,627.1,627.1,28.2,95.5
2018,December,27,1,27.9,627.1,627.1,27.9,95.55
2018,December,28,0,0.0,627.1,,,100.0
2018,December,29,1,27.6,627.1,627.1,27.6,95.6
2018,December,30,0,0.0,627.1,,,100.0
2018,December,31,3,76.5,627.1,209.0,25.5,87.8
2019,January,1,3,101.1,603.9,201.3,33.7,83.26
2019,January,2,0,0.4,603.9,,,99.93
2019,January,3,0,2.8,603.9,,,99.54
2019,January,4,0,0.0,603.9,,,100.0
2019,January,5,1,31.5,603.9,603.9,31.5,94.78
2019,January,6,1,30.3,603.9,603.9,30.3,94.98
2019,January,7,1,35.5,603.9,603.9,35.5,94.12
2019,January,8,2,65.9,603.9,301.9,33.0,89.09
2019,January,9,1,34.6,603.9,603.9,34.6,94.27
2019,January,10,0,0.0,603.9,,,100.0
2019,January,11,0,2.0,603.9,,,99.67
2019,January,12,0,0.0,603.9,,,100.0
2019,January,13,0,3.3,603.9,,,99.45
2019,January,14,2,69.1,603.9,301.9,34.5,88.56
2019,January,15,0,0.0,603.9,,,100.0
2019,January,16,2,66.4,603.9,301.9,33.2,89.0
2019,January,17,0,1.0,603.9,,,99.83
2019,January,18,0,0.0,603.9,,,100.0
2019,January,19,1,33.4,603.9,603.9,33.4,94.47
2019,January,20,0,2.1,603.9,,,99.65
2019,January,21,0,0.0,603.9,,,100.0
2019,January,22,0,0.2,603.9,,,99.97
2019,January,23,4,130.6,603.9,151.0,32.6,78.37
2019,January,24,0,2.6,603.9,,,99.57
2019,January,25,0,0.0,603.9,,,100.0
2019,January,26,2,66.5,603.9,301.9,33.2,88.99
2019,January,27,2,66.1,603.9,301.9,33.0,89.05
2019,January,28,3,98.4,603.9,201.3,32.8,83.71
2019,January,29,0,0.9,603.9,,,99.85
2019,January,30,2,65.7,603.9,301.9,32.9,89.12
2019,January,31,0,1.6,603.9,,,99.74
2019,February,1,1,25.2,617.1,617.1,25.2,95.92
2019,February,2,1,22.4,617.1,617.1,22.4,96.37
2019,February,3,0,0.6,617.1,,,99.9
2019,February,4,1,23.8,617.1,617.1,23.8,96.14
2019,February,5,1,24.1,617.1,617.1,24.1,96.09
2019,February,6,0,0.0,617.1,,,100.0
2019,February,7,1,25.4,617.1,617.1,25.4,95.88
2019,February,8,1,25.8,617.1,617.1,25.8,95.82
2019,February,9,3,73.3,617.1,205.7,24.4,88.12
2019,February,10,1,22.2,617.1,617.1,22.2,96.4
2019,February,11,0,0.0,617.1,,,100.0
2019,February,12,1,21.9,617.1,617.1,21.9,96.45
2019,February,13,0,1.8,617.1,,,99.71
2019,February,14,2,47.4,617.1,308.6,23.7,92.32
2019,February,15,0,2.4,617.1,,,99.61
2019,February,16,2,48.4,617.1,308.6,24.2,92.16
2019,February,17,0,0.0,617.1,,,100.0
2019,February,18,1,23.0,617.1,617.1,23.0,96.27
2019,February,19,3,75.3,617.1,205.7,25.1,87.8
2019,February,20,3,71.5,617.1,205.7,23.8,88.41
2019,February,21,2,46.9,617.1,308.6,23.4,92.4
2019,February,22,3,72.2,617.1,205.7,24.1,88.3
2019,February,23,0,0.0,617.1,,,100.0
2019,February,24,1,26.5,617.1,617.1,26.5,95.71
2019,February,25,0,1.4,617.1,,,99.77
2019,February,26,1,23.7,617.1,617.1,23.7,96.16
2019,February,27,2,48.5,617.1,308.6,24.2,92.14
2019,February,28,1,25.4,617.1,617.1,25.4,95.88
2019,March,1,3,111.0,603.9,201.3,37.0,81.62
2019,March,2,2,75.5,603.9,301.9,37.8,87.5
2019,March,3,1,36.0,603.9,603.9,36.0,94.04
2019,March,4,0,0.0,603.9,,,100.0
2019,March,5,1,37.2,603.9,603.9,37.2,93.84
2019,March,6,1,35.5,603.9,603.9,35.5,94.12
2019,March,7,0,0.6,603.9,,,99.9
2019,March,8,1,34.9,603.9,603.9,34.9,94.22
2019,March,9,0,0.0,603.9,,,100.0
2019,March,10,1,37.3,603.9,603.9,37.3,93.82
2019,March,11,1,39.0,603.9,603.9,39.0,93.54
2019,March,12,1,35.9,603.9,603.9,35.9,94.06
2019,March,13,1,36.2,603.9,603.9,36.2,94.01
2019,March,14,2,74.4,603.9,301.9,37.2,87.68
2019,March,15,0,0.0,603.9,,,100.0
2019,March,16,2,72.2,603.9,301.9,36.1,88.04
2019,March,17,1,35.5,603.9,603.9,35.5,94.12
2019,March,18,0,0.0,603.9,,,100.0
2019,March,19,0,3.7,603.9,,,99.39
2019,March,20,1,35.9,603.9,603.9,35.9,94.06
2019,March,21,1,36.6,603.9,603.9,36.6,93.94
2019,March,22,0,1.3,603.9,,,99.78
2019,March,23,0,0.0,603.9,,,100.0
2019,March,24,1,39.8,603.9,603.9,39.8,93.41
2019,March,25,1,40.7,603.9,603.9,40.7,93.26
2019,March,26,2,74.5,603.9,301.9,37.2,87.66
2019,March,27,0,0.0,603.9,,,100.0
2019,March,28,0,0.0,603.9,,,100.0
2019,March,29,1,36.6,603.9,603.9,36.6,93.94
2019,March,30,1,38.6,603.9,603.9,38.6,93.61
2019,March,31,1,37.0,603.9,603.9,37.0,93.87
2019,April,1,0,0.0,600.0,,,100.0
2019,April,2,1,26.3,600.0,600.0,26.3,95.62
2019,April,3,0,0.1,600.0,,,99.98
2019,April,4,0,0.0,600.0,,,100.0
2019,April,5,1,30.2,600.0,600.0,30.2,94.97
2019,April,6,2,59.2,600.0,300.0,29.6,90.13
2019,April,7,2,56.3,600.0,300.0,28.1,90.62
2019,April,8,1,29.1,600.0,600.0,29.1,95.15
2019,April,9,0,1.2,600.0,,,99.8
2019,April,10,4,113.8,600.0,150.0,28.4,81.03
2019,April,11,1,27.7,600.0,600.0,27.7,95.38
2019,April,12,3,84.6,600.0,200.0,28.2,85.9
2019,April,13,0,0.0,600.0,,,100.0
2019,April,14,1,27.6,600.0,600.0,27.6,95.4
2019,April,15,0,0.0,600.0,,,100.0
2019,April,16,2,56.3,600.0,300.0,28.1,90.62
2019,April,17,0,0.0,600.0,,,100.0
2019,April,18,1,27.5,600.0,600.0,27.5,95.42
2019,April,19,0,0.0,600.0,,,100.0
2019,April,20,3,86.3,600.0,200.0,28.8,85.62
2019,April,21,1,31.0,600.0,600.0,31.0,94.83
2019,April,22,1,27.9,600.0,600.0,27.9,95.35
2019,April,23,0,0.0,600.0,,,100.0
2019,April,24,0,1.3,600.0,,,99.78
2019,April,25,0,0.1,600.0,,,99.98
2019,April,26,3,83.6,600.0,200.0,27.9,86.07
2019,April,27,0,0.0,600.0,,,100.0
2019,April,28,3,84.3,600.0,200.0,28.1,85.95
2019,April,29,1,27.0,600.0,600.0,27.0,95.5
2019,April,30,1,26.5,600.0,600.0,26.5,95.58
2019,May,1,1,26.6,627.1,627.1,26.6,95.76
2019,May,2,2,51.0,627.1,313.6,25.5,91.87
2019,May,3,2,51.3,627.1,313.6,25.6,91.82
2019,May,4,1,25.6,627.1,627.1,25.6,95.92
2019,May,5,1,24.8,627.1,627.1,24.8,96.05
2019,May,6,0,1.4,627.1,,,99.78
2019,May,7,3,77.0,627.1,209.0,25.7,87.72
2019,May,8,2,51.7,627.1,313.6,25.9,91.76
2019,May,9,1,24.8,627.1,627.1,24.8,96.05
2019,May,10,0,0.0,627.1,,,100.0
2019,May,11,1,27.6,627.1,627.1,27.6,95.6
2019,May,12,1,27.1,627.1,627.1,27.1,95.68
2019,May,13,1,25.9,627.1,627.1,25.9,95.87
2019,May,14,2,51.7,627.1,313.6,25.9,91.76
2019,May,15,0,0.2,627.1,,,99.97
2019,May,16,1,26.1,627.1,627.1,26.1,95.84
2019,May,17,3,76.8,627.1,209.0,25.6,87.75
2019,May,18,0,1.8,627.1,,,99.71
2019,May,19,2,50.5,627.1,313.6,25.2,91.95
2019,May,20,0,0.0,627.1,,,100.0
2019,May,21,3,77.7,627.1,209.0,25.9,87.61
2019,May,22,0,0.0,627.1,,,100.0
2019,May,23,0,0.0,627.1,,,100.0
2019,May,24,1,25.8,627.1,627.1,25.8,95.89
2019,May,25,2,53.7,627.1,313.6,26.9,91.44
2019,May,26,0,2.0,627.1,,,99.68
2019,May,27,0,1.9,627.1,,,99.7
2019,May,28,0,1.1,627.1,,,99.82
2019,May,29,1,25.9,627.1,627.1,25.9,95.87
2019,May,30,1,25.6,627.1,627.1,25.6,95.92
2019,May,31,2,52.5,627.1,313.6,26.2,91.63
2019,June,1,0,0.1,624.0,,,99.98
2019,June,2,0,0.0,624.0,,,100.0
2019,June,3,1,34.7,624.0,624.0,34.7,94.44
2019,June,4,1,37.6,624.0,624.0,37.6,93.97
2019,June,5,1,38.1,624.0,624.0,38.1,93.89
2019,June,6,0,0.0,624.0,,,100.0
2019,June,7,0,2.5,624.0,,,99.6
2019,June,8,0,1.4,624.0,,,99.78
2019,June,9,0,0.9,624.0,,,99.86
2019,June,10,1,35.5,624.0,624.0,35.5,94.31
2019,June,11,1,36.7,624.0,624.0,36.7,94.12
2019,June,12,0,0.0,624.0,,,100.0
2019,June,13,2,71.5,624.0,312.0,35.8,88.54
2019,June,14,1,35.4,624.0,624.0,35.4,94.33
2019,June,15,1,36.7,624.0,624.0,36.7,94.12
2019,June,16,0,0.0,624.0,,,100.0
2019,June,17,0,0.0,624.0,,,100.0
2019,June,18,2,73.9,624.0,312.0,37.0,88.16
2019,June,19,2,73.7,624.0,312.0,36.9,88.19
2019,June,20,1,34.5,624.0,624.0,34.5,94.47
2019,June,21,2,72.2,624.0,312.0,36.1,88.43
2019,June,22,0,0.0,624.0,,,100.0
2019,June,23,1,36.0,624.0,624.0,36.0,94.23
2019,June,24,1,38.8,624.0,624.0,38.8,93.78
2019,June,25,1,35.8,624.0,624.0,35.8,94.26
2019,June,26,1,36.8,624.0,624.0,36.8,94.1
2019,June,27,0,0.2,624.0,,,99.97
2019,June,28,1,36.1,624.0,624.0,36.1,94.21
2019,June,29,1,33.8,624.0,624.0,33.8,94.58
2019,June,30,0,0.0,624.0,,,100.0
2019,July,1,2,50.8,627.1,313.6,25.4,91.9
2019,July,2,1,27.1,627.1,627.1,27.1,95.68
2019,July,3,1,27.5,627.1,627.1,27.5,95.61
2019,July,4,1,25.4,627.1,627.1,25.4,95.95
2019,July,5,1,25.7,627.1,627.1,25.7,95.9
2019,July,6,3,77.4,627.1,209.0,25.8,87.66
2019,July,7,0,0.0,627.1,,,100.0
2019,July,8,3,75.5,627.1,209.0,25.2,87.96
2019,July,9,1,25.7,627.1,627.1,25.7,95.9
2019,July,10,0,0.0,627.1,,,100.0
2019,July,11,2,53.9,627.1,313.6,26.9,91.4
2019,July,12,1,26.2,627.1,627.1,26.2,95.82
2019,July,13,2,48.3,627.1,313.6,24.1,92.3
2019,July,14,0,0.0,627.1,,,100.0
2019,July,15,2,52.6,627.1,313.6,26.3,91.61
2019,July,16,0,1.0,627.1,,,99.84
2019,July,17,1,28.8,627.1,627.1,28.8,95.41
2019,July,18,0,2.6,627.1,,,99.59
2019,July,19,3,78.3,627.1,209.0,26.1,87.51
2019,July,20,1,26.6,627.1,627.1,26.6,95.76
2019,July,21,1,26.5,627.1,627.1,26.5,95.77
2019,July,22,2,50.1,627.1,313.6,25.1,92.01
2019,July,23,0,0.0,627.1,,,100.0
2019,July,24,1,26.8,627.1,627.1,26.8,95.73
2019,July,25,1,24.7,627.1,627.1,24.7,96.06
2019,July,26,2,51.3,627.1,313.6,25.6,91.82
2019,July,27,0,1.0,627.1,,,99.84
2019,July,28,1,27.0,627.1,627.1,27.0,95.69
2019,July,29,3,76.7,627.1,209.0,25.6,87.77
2019,July,30,2,51.5,627.1,313.6,25.8,91.79
2019,July,31,0,0.0,627.1,,,100.0
2019,August,1,1,32.8,580.6,580.6,32.8,94.35
2019,August,2,1,32.7,580.6,580.6,32.7,94.37
2019,August,3,0,0.0,580.6,,,100.0
2019,August,4,1,32.7,580.6,580.6,32.7,94.37
2019,August,5,0,0.0,580.6,,,100.0
2019,August,6,0,2.1,580.6,,,99.64
2019,August,7,1,29.9,580.6,580.6,29.9,94.85
2019,August,8,3,100.7,580.6,193.5,33.6,82.66
2019,August,9,1,34.0,580.6,580.6,34.0,94.14
2019,August,10,1,30.1,580.6,580.6,30.1,94.82
2019,August,11,2,66.9,580.6,290.3,33.5,88.48
2019,August,12,0,1.6,580.6,,,99.72
2019,August,13,1,32.6,580.6,580.6,32.6,94.39
2019,August,14,1,32.6,580.6,580.6,32.6,94.39
2019,August,15,1,33.5,580.6,580.6,33.5,94.23
2019,August,16,1,33.0,580.6,580.6,33.0,94.32
2019,August,17,1,32.7,580.6,580.6,32.7,94.37
2019,August,18,1,33.9,580.6,580.6,33.9,94.16
2019,August,19,1,31.4,580.6,580.6,31.4,94.59
2019,August,20,4,131.9,580.6,145.2,33.0,77.28
2019,August,21,2,64.2,580.6,290.3,32.1,88.94
2019,August,22,0,2.3,580.6,,,99.6
2019,August,23,2,65.8,580.6,290.3,32.9,88.67
2019,August,24,2,66.2,580.6,290.3,33.1,88.6
2019,August,25,1,31.4,580.6,580.6,31.4,94.59
2019,August,26,2,65.2,580.6,290.3,32.6,88.77
2019,August,27,0,0.2,580.6,,,99.97
2019,August,28,1,31.8,580.6,580.6,31.8,94.52
2019,August,29,1,33.5,580.6,580.6,33.5,94.23
2019,August,30,1,33.8,580.6,580.6,33.8,94.18
2019,August,31,0,0.5,580.6,,,99.91
2019,September,1,1,32.1,624.0,624.0,32.1,94.86
2019,September,2,2,64.3,624.0,312.0,32.1,89.7
2019,September,3,1,30.1,624.0,624.0,30.1,95.18
2019,September,4,2,60.1,624.0,312.0,30.1,90.37
2019,September,5,1,33.2,624.0,624.0,33.2,94.68
2019,September,6,2,63.6,624.0,312.0,31.8,89.81
2019,September,7,1,31.1,624.0,624.0,31.1,95.02
2019,September,8,1,29.6,624.0,624.0,29.6,95.26
2019,September,9,1,30.7,624.0,624.0,30.7,95.08
2019,September,10,1,33.6,624.0,624.0,33.6,94.62
2019,September,11,1,31.9,624.0,624.0,31.9,94.89
2019,September,12,1,29.9,624.0,624.0,29.9,95.21
2019,September,13,0,0.0,624.0,,,100.0
2019,September,14,2,63.4,624.0,312.0,31.7,89.84
2019,September,15,0,1.9,624.0,,,99.7
2019,September,16,1,29.9,624.0,624.0,29.9,95.21
2019,September,17,0,0.4,624.0,,,99.94
2019,September,18,1,33.7,624.0,624.0,33.7,94.6
2019,September,19,2,64.3,624.0,312.0,32.1,89.7
2019,September,20,0,0.8,624.0,,,99.87
2019,September,21,2,66.4,624.0,312.0,33.2,89.36
2019,September,22,0,0.0,624.0,,,100.0
2019,September,23,2,66.2,624.0,312.0,33.1,89.39
2019,September,24,0,0.0,624.0,,,100.0
2019,September,25,0,0.0,624.0,,,100.0
2019,September,26,1,33.2,624.0,624.0,33.2,94.68
2019,September,27,0,2.5,624.0,,,99.6
2019,September,28,0,1.9,624.0,,,99.7
2019,September,29,3,92.8,624.0,208.0,30.9,85.13
2019,September,30,2,61.4,624.0,312.0,30.7,90.16
2019,October,1,0,0.3,627.1,,,99.95
2019,October,2,0,0.0,627.1,,,100.0
2019,October,3,0,0.0,627.1,,,100.0
2019,October,4,1,30.7,627.1,627.1,30.7,95.1
2019,October,5,1,28.4,627.1,627.1,28.4,95.47
2019,October,6,1,30.3,627.1,627.1,30.3,95.17
2019,October,7,0,0.0,627.1,,,100.0
2019,October,8,1,28.7,627.1,627.1,28.7,95.42
2019,October,9,1,30.8,627.1,627.1,30.8,95.09
2019,October,10,2,61.0,627.1,313.6,30.5,90.27
2019,October,11,0,0.7,627.1,,,99.89
2019,October,12,1,29.8,627.1,627.1,29.8,95.25
2019,October,13,3,90.3,627.1,209.0,30.1,85.6
2019,October,14,1,29.7,627.1,627.1,29.7,95.26
2019,October,15,2,58.5,627.1,313.6,29.2,90.67
2019,October,16,3,91.7,627.1,209.0,30.6,85.38
2019,October,17,1,33.4,627.1,627.1,33.4,94.67
2019,October,18,2,59.9,627.1,313.6,29.9,90.45
2019,October,19,3,90.1,627.1,209.0,30.0,85.63
2019,October,20,0,0.0,627.1,,,100.0
2019,October,21,0,0.0,627.1,,,100.0
2019,October,22,1,30.1,627.1,627.1,30.1,95.2
2019,October,23,1,32.6,627.1,627.1,32.6,94.8
2019,October,24,1,30.2,627.1,627.1,30.2,95.18
2019,October,25,0,0.3,627.1,,,99.95
2019,October,26,3,90.6,627.1,209.0,30.2,85.55
2019,October,27,1,29.9,627.1,627.1,29.9,95.23
2019,October,28,0,0.0,627.1,,,100.0
2019,October,29,0,0.0,627.1,,,100.0
2019,October,30,2,59.1,627.1,313.6,29.6,90.58
2019,October,31,1,31.9,627.1,627.1,31.9,94.91
2019,November,1,1,25.5,624.0,624.0,25.5,95.91
2019,November,2,1,24.3,624.0,624.0,24.3,96.11
2019,November,3,3,74.1,624.0,208.0,24.7,88.12
2019,November,4,2,50.5,624.0,312.0,25.2,91.91
2019,November,5,1,26.4,624.0,624.0,26.4,95.77
2019,November,6,1,25.1,624.0,624.0,25.1,95.98
2019,November,7,0,0.0,624.0,,,100.0
2019,November,8,1,25.7,624.0,624.0,25.7,95.88
2019,November,9,0,0.0,624.0,,,100.0
2019,November,10,1,24.9,624.0,624.0,24.9,96.01
2019,November,11,1,24.5,624.0,624.0,24.5,96.07
2019,November,12,0,0.0,624.0,,,100.0
2019,November,13,2,49.5,624.0,312.0,24.8,92.07
2019,November,14,0,1.8,624.0,,,99.71
2019,November,15,1,23.6,624.0,624.0,23.6,96.22
2019,November,16,2,50.6,624.0,312.0,25.3,91.89
2019,November,17,0,2.8,624.0,,,99.55
2019,November,18,1,24.0,624.0,624.0,24.0,96.15
2019,November,19,1,23.9,624.0,624.0,23.9,96.17
2019,November,20,1,23.8,624.0,624.0,23.8,96.19
2019,November,21,0,0.0,624.0,,,100.0
2019,November,22,0,1.6,624.0,,,99.74
2019,November,23,1,24.4,624.0,624.0,24.4,96.09
2019,November,24,4,99.1,624.0,156.0,24.8,84.12
2019,November,25,0,0.0,624.0,,,100.0
2019,November,26,2,50.7,624.0,312.0,25.4,91.88
2019,November,27,1,24.7,624.0,624.0,24.7,96.04
2019,November,28,1,25.3,624.0,624.0,25.3,95.95
2019,November,29,2,48.3,624.0,312.0,24.1,92.26
2019,November,30,1,24.0,624.0,624.0,24.0,96.15
2019,December,1,0,0.0,627.1,,,100.0
2019,December,2,1,50.4,627.1,627.1,50.4,91.96
2019,December,3,0,0.0,627.1,,,100.0
2019,December,4,0,1.8,627.1,,,99.71
2019,December,5,3,153.8,627.1,209.0,51.3,75.47
2019,December,6,0,0.0,627.1,,,100.0
2019,December,7,2,102.9,627.1,313.6,51.5,83.59
2019,December,8,1,51.5,627.1,627.1,51.5,91.79
2019,December,9,0,1.2,627.1,,,99.81
2019,December,10,1,52.9,627.1,627.1,52.9,91.56
2019,December,11,1,52.2,627.1,627.1,52.2,91.68
2019,December,12,0,1.7,627.1,,,99.73
2019,December,13,0,0.0,627.1,,,100.0
2019,December,14,1,51.1,627.1,627.1,51.1,91.85
2019,December,15,1,52.6,627.1,627.1,52.6,91.61
2019,December,16,1,48.6,627.1,627.1,48.6,92.25
2019,December,17,0,0.7,627.1,,,99.89
2019,December,18,1,48.2,627.1,627.1,48.2,92.31
2019,December,19,1,47.0,627.1,627.1,47.0,92.51
2019,December,20,0,0.0,627.1,,,100.0
2019,December,21,1,53.2,627.1,627.1,53.2,91.52
2019,December,22,0,0.0,627.1,,,100.0
2019,December,23,0,0.5,627.1,,,99.92
2019,December,24,0,0.0,627.1,,,100.0
2019,December,25,0,0.0,627.1,,,100.0
2019,December,26,1,50.5,627.1,627.1,50.5,91.95
2019,December,27,0,0.0,627.1,,,100.0
2019,December,28,0,1.8,627.1,,,99.71
2019,December,29,1,52.1,627.1,627.1,52.1,91.69
2019,December,30,2,101.0,627.1,313.6,50.5,83.89
2019,December,31,0,0.1,627.1,,,99.98
2020,January,1,0,0.0,603.9,,,100.0
2020,January,2,2,39.3,603.9,301.9,19.6,93.49
2020,January,3,2,38.5,603.9,301.9,19.2,93.62
2020,January,4,2,40.4,603.9,301.9,20.2,93.31
2020,January,5,2,38.7,603.9,301.9,19.4,93.59
2020,January,6,2,37.4,603.9,301.9,18.7,93.81
2020,January,7,0,0.0,603.9,,,100.0
2020,January,8,2,38.0,603.9,301.9,19.0,93.71
2020,January,9,0,0.0,603.9,,,100.0
2020,January,10,1,22.2,603.9,603.9,22.2,96.32
2020,January,11,0,0.0,603.9,,,100.0
2020,January,12,2,41.1,603.9,301.9,20.6,93.19
2020,January,13,4,78.3,603.9,151.0,19.6,87.03
2020,January,14,1,20.7,603.9,603.9,20.7,96.57
2020,January,15,1,19.1,603.9,603.9,19.1,96.84
2020,January,16,1,17.9,603.9,603.9,17.9,97.04
2020,January,17,3,59.2,603.9,201.3,19.7,90.2
2020,January,18,1,22.2,603.9,603.9,22.2,96.32
2020,January,19,1,21.2,603.9,603.9,21.2,96.49
2020,January,20,0,1.7,603.9,,,99.72
2020,January,21,2,40.0,603.9,301.9,20.0,93.38
2020,January,22,2,40.6,603.9,301.9,20.3,93.28
2020,January,23,0,0.4,603.9,,,99.93
2020,January,24,3,59.6,603.9,201.3,19.9,90.13
2020,January,25,4,80.9,603.9,151.0,20.2,86.6
2020,January,26,2,39.0,603.9,301.9,19.5,93.54
2020,January,27,0,0.5,603.9,,,99.92
2020,January,28,1,19.8,603.9,603.9,19.8,96.72
2020,January,29,0,0.1,603.9,,,99.98
2020,January,30,1,19.3,603.9,603.9,19.3,96.8
